id,author_name,country
839,Sandi Mertz,Brussels
840,Derick Ritchie,Tripoli
841,Alyson Nicolas,Brazzaville
842,Gus Ernser,Minsk
843,Jean Flatley,Juba
844,Stephine McDermott,Dhaka
845,Darrick Mayert,Niamey
846,Kaylee Stamm,Tirana
847,Aubrey Heaney,Addis Ababa
848,Fausto Swaniawski,Baghdad
849,Dorsey Pfannerstill,Conakry
850,Nobuko Mitchell,Sarajevo
851,Gregorio Heller,Mexico City
852,Elroy Aufderhar,Stockholm
853,Kyle Okuneva,Bridgetown
854,Vi Corwin,Santo Domingo
855,Sheryl Parker,Harare
856,Gordon Quigley,Roseau
857,Mira Satterfield,Thimphu
858,Emmitt Swaniawski,Malabo
859,Benita Feeney,Budapest
860,Odis Pouros,Beijing
861,Jaimee Berge,Kigali
862,Clarence O'Conner,San Marino
863,Remona Schoen,Zagreb
864,Kelvin Powlowski,Sao Tome
865,Francis Wintheiser,Male
866,Dillon Hand,Sanaa
867,Ethel Ritchie,Tunis
868,Sharon Miller,Rome
869,Marquis Osinski,Zagreb
870,Ward Rice,Andorra la Vella
871,India Rogahn,Doha
872,Trudi Schowalter,Montevideo
873,Silas Schuster,Kingston
874,Renay Hodkiewicz,Maseru
875,Hoyt Bahringer,Jerusalem
876,Otha Rogahn,Djibouti
877,Hyman Mohr,Sao Tome
878,Isaiah Mills,Dili
879,Berneice Tremblay,Harare
880,Juliet Will,Ouagadougou
881,Becky Larson,Mogadishu
882,Art Okuneva,Bridgetown
883,Malka Zemlak,Havana
884,Ida Morissette,Bridgetown
885,Mauricio Lebsack,Lisbon
886,Leatha Turner,Tarawa Atoll
887,Virginia Hilll,Tallinn
888,Sylvester Waters,Kuwait City
889,Rory Sanford,Paris
890,Nerissa Lehner,Bissau
891,Russ Cummings,Harare
892,Dario O'Conner,Niamey
893,Dan Graham,Nouakchott
894,Cleo Thompson,Lima
895,Karena Schmitt,Sao Tome
896,Alfredo Hoppe,Paris
897,Latrice Waters,Beijing
898,Kasey Smitham,Astana
899,Tristan Bruen,Jakarta
900,Demarcus Harber,Lome
901,Edmundo Stark,Muscat
902,Bert Sawayn,Sanaa
903,Kiara Gleason,Guatemala City
904,Wilton Lindgren,Ankara
905,Marvel O'Reilly,Bern
906,Nyla Boehm,Ouagadougou
907,Esperanza Schimmel,Stockholm
908,Roderick Bosco,Tbilisi
909,Cordia Nicolas,Majuro
910,Pok Bashirian,Brussels
911,Celeste Wiegand,Monrovia
912,Emelda Nolan,Monaco
913,Minh Skiles,Tokyo
914,Ana Leuschke,Asmara
915,Michel Dickens,Tokyo
916,Esther Doyle,Praia Bangui
917,Harrison Mertz,Helsinki
918,Lieselotte Huel,Abuja
919,Page Stehr,Paris
920,Roy Marquardt,Andorra la Vella
921,Parker McGlynn,Managua
922,Horace Koepp,Brasilia
923,Alyce Larson,San Salvador
924,Barabara Mraz,Bamako
925,Kristel Gusikowski,Moscow
926,Joey Schaden,Mogadishu
927,Jody Lindgren,Stockholm
928,Debera Ziemann,Taipei
929,Fermin Lubowitz,Apia
930,George Fahey,Budapest
931,Eduardo Windler,Riyadh
932,Shawn Nolan,Prague
933,Sulema Kuhn,Budapest
934,Corinna Jacobson,Abuja
935,Lakia Fisher,Phnom Penh
936,Errol Halvorson,Hanoi
937,Rich Crona,Lilongwe
938,Lance Weber,Vilnius
939,Colby Kautzer,Canberra
940,Kermit Abernathy,Andorra la Vella
941,Venetta Weber,Sarajevo
942,Lucas Wilderman,Juba
943,Kaylene Bergnaum,Conakry
944,Ok VonRueden,Bissau
945,Angel Bosco,Belgrade
946,Chris Medhurst,Honiara
947,Roderick Erdman,Helsinki
948,Fumiko Borer,Santiago
949,Elly Zboncak,Bangkok
950,Bryant Corwin,Dhaka
951,Hye Pollich,San Jose
952,Versie Nader,Ljubljana
953,Clay Botsford,Brazzaville
954,Jana Carter,Washington D.C.
955,Marget Koelpin,Libreville
956,Devora Beer,Antananarivo
957,Ella DuBuque,Luanda
958,Kasie Homenick,Paramaribo
959,Idalia Langworth,Gaborone
960,Lou Steuber,Kinshasa
961,Pat Dare,Bishkek
962,Angelo Mueller,Podgorica
963,Aron Morar,Kigali
964,Georgetta Koss,Nuku'alofa
965,Migdalia Kuhlman,Panama City
966,Martina Kemmer,Kinshasa
967,Corey Gottlieb,Valletta
968,Marge Hahn,Kuwait City
969,Raymundo Waters,Banjul
970,Hobert Walsh,Antananarivo
971,Mark Turner,Kigali
972,Joseph Lubowitz,Juba
973,Bud Durgan,Dhaka
974,Cliff Stroman,Dakar
975,Devora Runte,Maputo
976,Tona Hermiston,Hanoi
977,Teodora Stroman,Ashgabat
978,Lonna Hoeger,Prague
979,Cherri Jast,Addis Ababa
980,Theron Lesch,Maseru
981,Denis Schmidt,Male
982,Werner Johnston,Sarajevo
983,Edgar Cummings,Ashgabat
984,Aubrey Rowe,Nicosia
985,Nicky Rosenbaum,Moroni
986,Thaddeus Vandervort,Ulaanbaatar
987,Joellen Cummerata,Manama
988,Antonio Braun,Dublin
989,Raguel Herzog,Reykjavik
990,Chang Ankunding,Ottawa
991,Daren Larkin,Algiers
992,Kory Kshlerin,Phnom Penh
993,Delaine Jast,Tegucigalpa
994,Marti Dare,Bogota
995,Shayla Cummings,Taipei
996,Devin Konopelski,Phnom Penh
997,Leandro Durgan,Budapest
998,Yanira Terry,Nouakchott
999,Mariann DuBuque,Victoria
1000,Yuri Frami,Tunis
1001,Antonia Harris,Tehran
1002,Donnie Harvey,Islamabad
1003,Ione Bauch,Luanda
1004,Ellis Murray,N'Djamena
1005,Vernice Pollich,Lusaka
1006,Ilse Quitzon,Ottawa
1007,Allison Little,Riyadh
1008,Krissy Lemke,Thimphu
1009,Gerry Grady,Mexico City
1010,Samual Haag,Guatemala City
1011,Karma Dietrich,Sofia
1012,Maryln Hilpert,Doha
1013,Elias Braun,Tarawa Atoll
1014,Caleb Krajcik,Paramaribo
1015,Marcelle Johnson,Dili
1016,Evie Zieme,Porto-Novo
1017,Walton Nikolaus,Nassau
1018,Alvin Homenick,Maseru
1019,Barrett O'Hara,Abu Dhabi
1020,Izetta Sipes,Kathmandu
1021,Willis Lesch,Guatemala City
1022,Sergio Rosenbaum,Tirana
1023,Porfirio Predovic,Asmara
1024,Almeta Casper,San Marino
1025,Socorro Donnelly,Belgrade
1026,Rubye Miller,Pristina
1027,Shalanda Hahn,Helsinki
1028,Shaun Funk,Manila
1029,Nathan Rempel,Pyongyang
1030,Hank Sanford,Manama
1031,Leeann Jenkins,Mogadishu
1032,Coleman Shields,Phnom Penh
1033,Don Collins,Asuncion
1034,Kareem Robel,Helsinki
1035,Gilbert Goyette,Hanoi
1036,Keenan Towne,Astana
1037,Tiffiny Gorczany,Jakarta
1038,Franklyn Herman,Tokyo
1039,Omar McCullough,Paramaribo
1040,Sherell Sanford,Nassau
1041,Dave Senger,Helsinki
1042,Yelena Hegmann,Vaiaku village
1043,Sima Beer,Windhoek
1044,Bobby Beatty,Baghdad
1045,Taina Hodkiewicz,Beirut
1046,Lionel MacGyver,Dhaka
1047,Lazaro Feest,Vaduz
1048,Mohammad Marvin,Dili
1049,Antonio Johns,Tirana
1050,Danuta Heaney,Yerevan
1051,Ernestine Bogisich,Copenhagen
1052,Jamaal Cummerata,Addis Ababa
1053,Rae Beier,Brussels
1054,Javier Koss,Rome
1055,Livia Luettgen,Palikir
1056,Gil Brakus,Vatican City
1057,Trinidad Osinski,Bridgetown
1058,Virgilio Kuvalis,Algiers
1059,Kyle Beer,Pristina
1060,Olinda Ferry,Brazzaville
1061,Evelina Hettinger,Port-Vila
1062,Boris Klocko,Wellington
1063,Vincenzo Johns,Dakar
1064,Pamella Larkin,Islamabad
1065,Chantal Romaguera,Ashgabat
1066,Patti Hoeger,Podgorica
1067,Kendrick O'Reilly,Palikir
1068,Tod O'Connell,Port-of-Spain
1069,Reid Nitzsche,Accra
1070,Cole Lakin,Kampala
1071,Reagan Bechtelar,Freetown
1072,Maria Ondricka,Castries
1073,Burt Rolfson,Palikir
1074,Shellie O'Keefe,Dushanbe
1075,Sanford Robel,Male
1076,Jeraldine Koelpin,Bamako
1077,Jonah Frami,Dhaka
1078,Sherly Goodwin,Niamey
1079,Rueben Kozey,Riga
1080,Bernarda Von,Belmopan
1081,Arturo Littel,Windhoek
1082,Tereasa Welch,Port Louis
1083,Jefferey Rippin,Port-Vila
1084,Les Lowe,Bogota
1085,Robin Daugherty,Jakarta
1086,Nathan Christiansen,Astana
1087,Garfield Kuhic,Moscow
1088,Florene Sauer,N'Djamena
1089,Katelyn Kutch,Riga
1090,Gabriele Waelchi,Nuku'alofa
1091,Birgit Jacobs,Stockholm
1092,Tandy McKenzie,Ulaanbaatar
1093,Teresia McKenzie,Suva
1094,Roseanna Bergnaum,Khartoum
1095,Daron Johnson,Riyadh
1096,Hellen Towne,Tegucigalpa
1097,Kendrick Batz,Tarawa Atoll
1098,Curtis Leuschke,Roseau
1099,Kathlene Welch,Colombo
1100,Fabian Champlin,Oslo
1101,Randa Boyle,Praia Bangui
1102,Twila Gleason,Vienna
1103,Tawna Gibson,Juba
1104,Levi Mueller,Bissau
1105,Fausto Rau,Jerusalem
1106,Kristopher Hayes,Beirut
1107,Denisse Boyle,Kuala Lumpur
1108,Terrell Considine,Rome
1109,Marisha Wunsch,Lusaka
1110,Aleida Brakus,Khartoum
1111,Jay Herzog,Valletta
1112,Quinn Spinka,Male
1113,Vena Lemke,Prague
1114,Curt Schulist,Doha
1115,Gerardo Cartwright,San Marino
1116,Summer Beahan,Astana
1117,Lavern Kub,Bucharest
1118,Harrison Olson,Banjul
1119,Hung Kshlerin,Dushanbe
1120,Candelaria Carroll,Jerusalem
1121,Chanelle Harris,Vaduz
1122,Brandee Brakus,Vienna
1123,Burma Prosacco,Berlin
1124,Ignacia Tillman,Belmopan
1125,Glenn Roob,Bucharest
1126,Delena Hand,Dili
1127,Letisha Greenholt,Vienna
1128,Johnathon Conroy,Dublin
1129,Merlin Franecki,Manila
1130,Darron Kuvalis,Madrid
1131,Georgette Lehner,Vilnius
1132,Hermelinda Runolfsdottir,Conakry
1133,Maurita Bartell,Paris
1134,Leatrice Runolfsdottir,Yaounde
1135,Sonja Feeney,Sanaa
1136,Hung Collins,Sofia
1137,Ambrose Hauck,Malabo
1138,Domenic Zieme,Ulaanbaatar
1139,Benjamin O'Reilly,Algiers
1140,Lynna Cole,Sarajevo
1141,Genie Bauch,Bucharest
1142,Agripina Wunsch,Cairo
1143,Emery Wiza,Port Louis
1144,Francine Cronin,Mbabane
1145,Claud Schmeler,Vaiaku village
1146,Kaci Rodriguez,Accra
1147,Eleanore Pfeffer,Seoul
1148,Audry Metz,Astana
1149,Dagmar Abshire,Yaounde
1150,Hosea Rice,Mbabane
1151,Marcie Haley,Oslo
1152,Gaston Brekke,Nuku'alofa
1153,Rheba Lesch,N'Djamena
1154,Franchesca O'Connell,Addis Ababa
1155,Ericka Grady,Washington D.C.
1156,Newton Schroeder,Bissau
1157,Dylan Rosenbaum,Niamey
1158,Evie VonRueden,Paramaribo
1159,Holley McDermott,Tirana
1160,Luis Hills,Niamey
1161,Ardelle Ryan,Zagreb
1162,Savanna Trantow,Beijing
1163,Sid Stroman,Abuja
1164,Kimber Dicki,Havana
1165,Mary Farrell,Brasilia
1166,Angelic Gutkowski,Khartoum
1167,Jackelyn Keebler,Ankara
1168,Tempie Dickinson,Kampala
1169,Jackelyn Rosenbaum,Washington D.C.
1170,Elizabeth Zemlak,Doha
1171,Vincent Moen,Vilnius
1172,Jacklyn Dooley,Lusaka
1173,Elroy Schumm,Panama City
1174,Latrina Lowe,Podgorica
1175,Abe Stiedemann,Kinshasa
1176,Irving Goldner,Vaiaku village
1177,Maribel Macejkovic,Dhaka
1178,Bennie Turcotte,Bamako
1179,Caroll Lynch,Saint John's
1180,Charlette Dooley,Santo Domingo
1181,Domingo Stroman,Yerevan
1182,Librada Lemke,Pyongyang
1183,Elbert Altenwerth,Bujumbura
1184,Tyler Schuster,Port-of-Spain
1185,Thurman McCullough,Dakar
1186,Kimberlie Langosh,Havana
1187,Michale Glover,Montevideo
1188,Jess Dare,Kingstown
1189,Thad Zemlak,Pyongyang
1190,Woodrow Lesch,Kigali
1191,John Crooks,Beijing
1192,Johnnie Greenholt,Ouagadougou
1193,Corliss Boehm,Colombo
1194,Pamila Watsica,Quito
1195,Tony McLaughlin,Paramaribo
1196,Rory Glover,Lisbon
1197,Elvis Bergnaum,Vientiane
1198,Rod Aufderhar,Bogota
1199,Dick Dicki,Port Louis
1200,Greg Barrows,Chisinau
1201,Jennifer Hilll,Santo Domingo
1202,Rosamaria Beatty,Melekeok
1203,Melania Fisher,Cairo
1204,Janee Bergnaum,Addis Ababa
1205,Bradley Buckridge,Kathmandu
1206,Mi McLaughlin,Freetown
1207,Lon Volkman,Manila
1208,Jewel Keeling,Palikir
1209,Versie Blanda,Wellington
1210,Eulah Hodkiewicz,Brazzaville
1211,Lyda Kessler,Prague
1212,Justina Kassulke,Niamey
1213,Caren Huel,Chisinau
1214,Ferdinand Olson,Abu Dhabi
1215,Lenna Haag,Quito
1216,Alec Lockman,Victoria
1217,Ahmed Gleichner,Roseau
1218,Erik Moen,San Salvador
1219,France Champlin,Zagreb
1220,Lesha Block,Prince
1221,Antonia Prohaska,Antananarivo
1222,Chun Fritsch,Saint John's
1223,Kendall Jenkins,Dakar
1224,Broderick Emard,Kigali
1225,Roy Thompson,Ljubljana
1226,Sirena Ullrich,Beijing
1227,Ginger Breitenberg,Jakarta
1228,Coral Daugherty,Asuncion
1229,Lesley Predovic,N'Djamena
1230,Tristan Gleichner,Tehran
1231,Scottie Mueller,Wellington
1232,Ying Muller,Oslo
1233,Coy McDermott,Singapore
1234,Bruno Okuneva,Palikir
1235,Shelby Schuppe,Ottawa
1236,Delilah Koelpin,Niamey
1237,Patricia Stoltenberg,Vientiane
1238,Mabel Harris,Dhaka
1239,Leonor Daugherty,Asmara
1240,Oliver McCullough,Kigali
1241,Keisha Shanahan,Bujumbura
1242,Letha Kling,Yerevan
1243,Cedric Legros,Majuro
1244,Lance Watsica,Lima
1245,Rodney Muller,Sao Tome
1246,Georgia Altenwerth,Port-Vila
1247,Leonardo Medhurst,Roseau
1248,Hosea Ondricka,Ljubljana
1249,Daron Orn,Praia Bangui
1250,Leigh Cormier,Ankara
1251,Anthony McLaughlin,Baghdad
1252,Dominique Hudson,Lome
1253,Jaye Mraz,San Jose
1254,Scarlet Dooley,Tokyo
1255,Cira Beahan,Warsaw
1256,Wilber Abernathy,Canberra
1257,Wes Ruecker,Paris
1258,Adena Kuphal,N'Djamena
1259,Katharine Schamberger,Maseru
1260,Antone Rippin,Tbilisi
1261,Margit Prohaska,Lima
1262,Noel Bartell,Rabat
1263,Tad McClure,Honiara
1264,Sade Grady,Roseau
1265,Leonel Jacobs,Chisinau
1266,Hershel Jones,Majuro
1267,Angelo Johnston,Male
1268,Patience Lebsack,Basseterre
1269,Dona Willms,Tbilisi
1270,Rico Medhurst,Riga
1271,Shad Gerhold,Canberra
1272,Brice Hayes,Kyiv
1273,Armand Schulist,Praia Bangui
1274,Ammie Sipes,Paramaribo
1275,Guadalupe Nader,Praia Bangui
1276,Kimbery Bartell,Port-of-Spain
1277,Steven Turcotte,Tashkent
1278,Sylvester Ratke,Moscow
1279,Karole Schumm,Havana
1280,Nisha Jacobi,Jakarta
1281,Samatha Ullrich,Saint John's
1282,Mendy Crona,Port-of-Spain
1283,Chuck Hirthe,Saint George's
1284,Dian McGlynn,London
1285,Kenia Keebler,Nicosia
1286,Donald Jones,Andorra la Vella
1287,Percy West,Beijing
1288,Tempie Osinski,Georgetown
1289,Marlo Farrell,Santo Domingo
1290,Mary Boyle,Ottawa
1291,Ambrose Crona,Pristina
1292,Trudi Rosenbaum,Santiago
1293,Dottie Flatley,Georgetown
1294,Lenny Graham,Baghdad
1295,Debora Feil,Kigali
1296,Logan O'Connell,Tunis
1297,Foster Hauck,Baku
1298,Dario Upton,Vientiane
1299,Jenise Collier,London
1300,Darius Shields,Manama
1301,Grady Murazik,Abu Dhabi
1302,Vincenza Hartmann,Monrovia
1303,Renate Bode,Abu Dhabi
1304,Taisha Sanford,Port Louis
1305,Kiesha Runolfsson,Berlin
1306,Jacki Aufderhar,Islamabad
1307,Barton O'Connell,Bern
1308,Leida Raynor,Bratislava
1309,Keturah Pacocha,Monaco
1310,Neda Gutkowski,Djibouti
1311,Ezra Kerluke,Thimphu
1312,Broderick Strosin,Tirana
1313,Tristan Green,Wellington
1314,Chase Bartoletti,Phnom Penh
1315,Kelley West,Tegucigalpa
1316,Ramiro Stokes,Saint George's
1317,Willia Murphy,Prague
1318,Santos O'Hara,Maputo
1319,Lloyd Morissette,N'Djamena
1320,Kerry Marks,Bern
1321,Raleigh D'Amore,Bishkek
1322,Stan Waters,San Jose
1323,Rodger Crist,Santo Domingo
1324,Shawnta Spinka,Paramaribo
1325,Hilda Blick,Dakar
1326,Joelle Shanahan,Brasilia
1327,Ali Mertz,Tarawa Atoll
1328,Manual Heaney,Jerusalem
1329,Morton Parisian,Khartoum
1330,Joyce Volkman,Victoria
1331,Omar Skiles,Malabo
1332,Albert Senger,Moroni
1333,Alfredia Robel,Baku
1334,Corey Howe,Juba
1335,Garland Metz,Windhoek
1336,Kiley Kuvalis,Asmara
1337,Effie Olson,Nairobi
1338,Diann Wilderman,Bucharest
1339,Marybelle Bayer,Stockholm
1340,Marilu Tillman,Mogadishu
1341,Colby Schultz,Caracas
1342,Bennett Ernser,Prague
1343,Casie DuBuque,Saint John's
1344,Donya Howe,Asmara
1345,Marin Mohr,Malabo
1346,Jarod Hane,Tripoli
1347,Myrtis Hilpert,Washington D.C.
1348,Adriene Nolan,Caracas
1349,Cristina Lindgren,Ulaanbaatar
1350,Jina Wehner,Maseru
1351,Elinor Bruen,Sanaa
1352,Berry Schuppe,Thimphu
1353,Leslie Reynolds,Nouakchott
1354,Marvel McDermott,San Jose
1355,Lenard Altenwerth,Conakry
1356,Dennis King,Kuala Lumpur
1357,Noah Jaskolski,Addis Ababa
1358,Gail Keeling,Lilongwe
1359,Jarrod Herman,Lilongwe
1360,Maia Klein,Dublin
1361,Harland Wolff,Reykjavik
1362,Magali Franecki,Managua
1363,Frederick Torp,Thimphu
1364,Pasquale Greenholt,Riga
1365,Wade Ryan,Port Louis
1366,Antonette Kertzmann,Vientiane
1367,Clemmie Moore,Sarajevo
1368,Chester Mayert,Lima
1369,Hyun Kilback,Dhaka
1370,Theodore Douglas,Moroni
1371,Santiago Padberg,Nassau
1372,Selene Zboncak,Saint George's
1373,Corie Morar,Helsinki
1374,Darlena Olson,Asmara
1375,Ashley Osinski,Minsk
1376,Dion Harber,Rome
1377,Billie Schamberger,Santo Domingo
1378,Lavonia Pacocha,Lisbon
1379,Tyron Swift,Libreville
1380,Kylie Bartell,Lome
1381,Kathi Hoeger,Luxembourg
1382,Claudine Christiansen,Abuja
1383,Lee Maggio,Caracas
1384,Brian Jast,Port-Vila
1385,Marlon Bechtelar,Baghdad
1386,Hilary Weber,Palikir
1387,Gwenn Ratke,Valletta
1388,Cynthia Senger,Luanda
1389,Franklyn Schultz,Windhoek
1390,Erwin Hahn,Luanda
1391,Monte Ziemann,Copenhagen
1392,Orlando Cruickshank,Roseau
1393,Jere Fahey,Reykjavik
1394,Lynne Conroy,Majuro
1395,Wesley Harris,Port Louis
1396,Minh Fahey,Manama
1397,Geralyn Altenwerth,Washington D.C.
1398,Claudio Beier,Kabul
1399,Lana Greenholt,Porto-Novo
1400,Kathline Nader,Sarajevo
1401,Darby Kuvalis,Washington D.C.
1402,Cornell Leffler,Dublin
1403,Elliot Heller,Caracas
1404,Ezra Littel,Mbabane
1405,Chi Murazik,Havana
1406,Lavonia Brekke,Riyadh
1407,Gayle Cummerata,Melekeok
1408,Daphine Spinka,Helsinki
1409,Patria Koss,Bandar Seri Begawan
1410,Marlon Howe,Santo Domingo
1411,Cassandra Lynch,Rome
1412,Harley Hammes,Lome
1413,Jewel Tromp,Skopje
1414,Doreen Hoeger,Moscow
1415,Myles O'Kon,Kingstown
1416,Erik Dietrich,Bridgetown
1417,James Cronin,Santiago
1418,Burton Wehner,Harare
1419,Maxwell Schmidt,Kyiv
1420,Andrea Goyette,Port-of-Spain
1421,Landon Waters,Tarawa Atoll
1422,Lewis Turner,Hanoi
1423,Hsiu Blanda,Podgorica
1424,Adolfo Maggio,Tashkent
1425,Jerlene Paucek,Podgorica
1426,Hiroko Satterfield,Nouakchott
1427,Arthur Hansen,Kathmandu
1428,Roosevelt Dooley,Vaiaku village
1429,Alberto Ankunding,Victoria
1430,Silvana Lehner,Conakry
1431,Myles Schinner,Podgorica
1432,Carmelina Streich,Caracas
1433,Noe Kessler,Libreville
1434,Xochitl Rau,Praia Bangui
1435,Kathrine Hand,Lima
1436,Morris Waelchi,Bridgetown
1437,Cleveland Howell,Accra
1438,Stanton Shields,New Delhi
1439,Cristopher Mante,Majuro
1440,Donnie Boyer,Islamabad
1441,Helaine Maggio,Seoul
1442,Tami Stracke,Rabat
1443,Kori Koelpin,Majuro
1444,Vaughn Mraz,Banjul
1445,Holley Homenick,Maseru
1446,Blanca Johnson,Singapore
1447,Henriette Oberbrunner,Skopje
1448,Sherell Moore,Jerusalem
1449,Gilbert Krajcik,Pyongyang
1450,Melonie Haag,Mbabane
1451,Kim Langosh,Riga
1452,Marion Reichel,Male
1453,Rebeca Bergstrom,Dili
1454,Erline Schinner,Luanda
1455,Sheba Hahn,Sarajevo
1456,Keith Vandervort,Hanoi
1457,Willis Larkin,Helsinki
1458,Harrison Ullrich,Khartoum
1459,Gianna Langosh,Valletta
1460,Jesse Wolf,Muscat
1461,Ginger Schinner,Porto-Novo
1462,Darnell Altenwerth,Prague
1463,Solomon Satterfield,Manama
1464,Regina Schuster,Kuala Lumpur
1465,Lilliam Prosacco,Islamabad
1466,Nathan Reynolds,Conakry
1467,Hoyt Keebler,Asuncion
1468,Marquis Zieme,Nuku'alofa
1469,Rene McLaughlin,Juba
1470,Ross Lang,Majuro
1471,Bruce Veum,Helsinki
1472,Zachary Bayer,Andorra la Vella
1473,Eldora Rath,Lilongwe
1474,Adam Swift,Caracas
1475,Trudy Ondricka,Berlin
1476,Jonathon Jast,Freetown
1477,Bruno Koepp,Canberra
1478,Yasmine Berge,Brasilia
1479,Latesha Rutherford,San Jose
1480,Lai Parker,Port Moresby
1481,Robin Grady,Lisbon
1482,Henry Crist,Kampala
1483,Seymour Nader,Bandar Seri Begawan
1484,Winfred Dare,Riga
1485,Hisako Corkery,Ulaanbaatar
1486,Min Balistreri,Accra
1487,Floretta Keebler,Bangkok
1488,Keven Senger,Minsk
1489,Devon Batz,Baghdad
1490,Williemae Huels,Zagreb
1491,Marshall Walker,San Salvador
1492,Vicki Kirlin,Accra
1493,Walter Kulas,Vientiane
1494,Darwin White,Roseau
1495,Maureen Daniel,Astana
1496,Meggan Roob,Dublin
1497,Conrad Bosco,Belmopan
1498,Tillie Feeney,Prince
1499,Ernest Botsford,Tunis
1500,Luz Rutherford,Port Moresby
1501,Nanette Wuckert,Moroni
1502,Adelle Parisian,Bamako
1503,Anderson Stroman,Chisinau
1504,Chanel Sipes,Guatemala City
1505,Mayola Ward,Juba
1506,Christa Runte,Pyongyang
1507,Del Stracke,Roseau
1508,Earle Mante,Islamabad
1509,Donya Turner,Damascus
1510,Saundra Yundt,Hanoi
1511,David Feest,Bujumbura
1512,Amal Hintz,Havana
1513,Keenan Hoeger,Roseau
1514,Lissette Howell,Vaiaku village
1515,Filiberto Bosco,Madrid
1516,Marna O'Keefe,Beijing
1517,John Turner,Lome
1518,Abraham Ritchie,Skopje
1519,Machelle Torp,Maputo
1520,Margit Friesen,Moroni
1521,Phyliss Weber,San Marino
1522,Luigi Armstrong,Belgrade
1523,Brett Mills,Dushanbe
1524,Verona Bernhard,San Marino
1525,Lynwood Davis,Rabat
1526,Amiee Smitham,Conakry
1527,Christa Funk,Guatemala City
1528,Shirl Reinger,Athens
1529,Tricia Cummerata,Tallinn
1530,Natosha Waelchi,Baghdad
1531,Britt Nitzsche,Georgetown
1532,Garfield Fadel,Nairobi
1533,Gaston Huels,Paris
1534,Otha Witting,Palikir
1535,Forrest Quitzon,Colombo
1536,Karleen Kshlerin,Nicosia
1537,Winford Durgan,Windhoek
1538,Darin Aufderhar,Gaborone
1539,Antony Gerlach,Niamey
1540,Augustine Willms,Athens
1541,Louis Champlin,Zagreb
1542,Goldie Thompson,Lome
1543,Glenda Auer,Chisinau
1544,Brett Dooley,Male
1545,Gerry Stehr,Brussels
1546,Stefania Dare,Tegucigalpa
1547,Marcia Vandervort,Male
1548,Lamont Pfannerstill,Lilongwe
1549,Shiela McCullough,Nuku'alofa
1550,Sunni Thiel,Sao Tome
1551,Lucius Kerluke,Bern
1552,Milton Marquardt,Tunis
1553,Bradford Bergnaum,Dublin
1554,Barbra Klocko,Seoul
1555,Janna Stiedemann,Kathmandu
1556,Margarito McCullough,Montevideo
1557,Yaeko Feest,Bamako
1558,Ligia Wehner,Kuala Lumpur
1559,Sean Fritsch,Nouakchott
1560,Arnulfo Kunze,Antananarivo
1561,Jayson Walter,Ankara
1562,Francisco Blick,Kampala
1563,Neil Hudson,Kigali
1564,Cleo West,Nuku'alofa
1565,Gaynelle Christiansen,Tokyo
1566,Donya Funk,Belgrade
1567,Delbert Ryan,Sao Tome
1568,Douglas Nitzsche,Madrid
1569,Royal Gutmann,Mogadishu
1570,Nigel Keeling,Yaounde
1571,Porfirio Farrell,Porto-Novo
1572,Filiberto Bartoletti,Kuala Lumpur
1573,Larae Schamberger,Bern
1574,Carolann Pouros,Honiara
1575,Kurt Hilpert,Baku
1576,Harry Howe,Santiago
1577,Manuel Toy,Dublin
1578,Edwin Ritchie,Dar es Salaam
1579,Malorie Labadie,Gaborone
1580,Greg Schuster,Abu Dhabi
1581,Kyle Anderson,Sarajevo
1582,Frances Veum,San Salvador
1583,Bruno McCullough,Santiago
1584,Merrill Greenfelder,Belgrade
